;Vivienda;Precio (€);Numero habitaciones;Metros cuadrados (m²);Municipio;Zona;Barrio;Garaje;Descripcion;Regimen;Planta;Interior/Exterior;Ascensor;1 persona;2 personas;3 personas;4 personas;5 o más personas;Población;m2;Total Total;Total Antes de 1900;Total De 1900 a 1920;Total De 1921 a 1940;Total De 1941 a 1950;Total De 1951 a 1960;Total De 1961 a 1970;Total De 1971 a 1980;Total De 1981 a 1990;Total De 1991 a 2000;Total De 2001 a 2010;Total De 2011 a 2020;Total No consta;Vivienda principal Total;Vivienda principal Antes de 1900;Vivienda principal De 1900 a 1920;Vivienda principal De 1921 a 1940;Vivienda principal De 1941 a 1950;Vivienda principal De 1951 a 1960;Vivienda principal De 1961 a 1970;Vivienda principal De 1971 a 1980;Vivienda principal De 1981 a 1990;Vivienda principal De 1991 a 2000;Vivienda principal De 2001 a 2010;Vivienda principal De 2011 a 2020;Vivienda principal No consta;Vivienda no principal Total;Vivienda no principal Antes de 1900;Vivienda no principal De 1900 a 1920;Vivienda no principal De 1921 a 1940;Vivienda no principal De 1941 a 1950;Vivienda no principal De 1951 a 1960;Vivienda no principal De 1961 a 1970;Vivienda no principal De 1971 a 1980;Vivienda no principal De 1981 a 1990;Vivienda no principal De 1991 a 2000;Vivienda no principal De 2001 a 2010;Vivienda no principal De 2011 a 2020;Vivienda no principal No consta
893;Piso en calle Sardenya, 344, La Sagrada Família, Barcelona;775000;3;109.0;Barcelona;Eixample;La Sagrada Familia;No; exterior con ascensor;Compra;Indeterminado;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
894;Piso en calle d'Aragó, La Sagrada Família, Barcelona;465000;1;83.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 2ª exterior sin ascensor;Compra;2ª;Exterior;No;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
895;Piso en calle d'Aragó, La Sagrada Família, Barcelona;365000;1;63.0;Barcelona;Eixample;La Sagrada Familia;No;Entreplanta exterior sin ascensor;Compra;Entreplanta;Exterior;No;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
896;Piso en La Sagrada Família, Barcelona;405000;4;107.0;Barcelona;Eixample;La Sagrada Familia;Garaje opc. 25.000 €;Planta 5ª exterior con ascensor;Compra;5ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
897;Piso en La Sagrada Família, Barcelona;230000;2;41.0;Barcelona;Eixample;La Sagrada Familia;No; exterior sin ascensor;Compra;Indeterminado;Exterior;No;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
898;Piso en calle de Còrsega, La Sagrada Família, Barcelona;388000;2;77.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 2ª exterior con ascensor;Compra;2ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
899;Piso en La Sagrada Família, Barcelona;395000;2;75.0;Barcelona;Eixample;La Sagrada Familia;No; interior;Compra;Indeterminado;Interior;Indeterminado;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
900;Piso en calle de los Castillejos, La Sagrada Família, Barcelona;380000;3;95.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
901;Piso en La Sagrada Família, Barcelona;430000;2;75.0;Barcelona;Eixample;La Sagrada Familia;No; interior;Compra;Indeterminado;Interior;Indeterminado;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
902;Piso en La Sagrada Família, Barcelona;470000;2;94.0;Barcelona;Eixample;La Sagrada Familia;No; interior;Compra;Indeterminado;Interior;Indeterminado;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
903;Piso en La Sagrada Família, Barcelona;490000;2;91.0;Barcelona;Eixample;La Sagrada Familia;No; interior;Compra;Indeterminado;Interior;Indeterminado;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
904;Piso en La Sagrada Família, Barcelona;300000;4;63.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 3ª exterior con ascensor;Compra;3ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
905;Piso en Valencia, La Sagrada Família, Barcelona;1150000;3;124.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
906;Piso en calle de Padilla, La Sagrada Família, Barcelona;430000;3;74.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
907;Piso en calle de València, La Sagrada Família, Barcelona;408000;2;69.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 2ª exterior con ascensor;Compra;2ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
908;Piso en Sardenya, La Sagrada Família, Barcelona;792000;3;102.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 5ª exterior con ascensor;Compra;5ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
909;Piso en Sardenya, La Sagrada Família, Barcelona;801000;3;107.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 4ª exterior con ascensor;Compra;4ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
910;Piso en Sardenya, La Sagrada Família, Barcelona;792000;3;124.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
911;Piso en Sardenya, La Sagrada Família, Barcelona;854000;3;125.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 3ª exterior con ascensor;Compra;3ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
912;Piso en Sardenya, La Sagrada Família, Barcelona;827000;3;107.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 2ª exterior con ascensor;Compra;2ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
913;Piso en Sardenya, La Sagrada Família, Barcelona;685000;3;102.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
914;Piso en Sardenya, La Sagrada Família, Barcelona;755000;3;107.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 3ª exterior con ascensor;Compra;3ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
915;Piso en La Sagrada Família, Barcelona;480000;3;77.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
916;Piso en calle de Sicília, La Sagrada Família, Barcelona;795000;3;122.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 5ª exterior con ascensor;Compra;5ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
917;Piso en Passatge Pau Hernández, La Sagrada Família, Barcelona;230000;2;41.0;Barcelona;Eixample;La Sagrada Familia;No;Bajo exterior sin ascensor;Compra;Bajo;Exterior;No;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
918;Piso en calle de los Castillejos, La Sagrada Família, Barcelona;550000;2;88.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 9ª exterior con ascensor;Compra;9ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
919;Piso en Diagonal, s/n, La Sagrada Família, Barcelona;970000;3;135.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 5ª exterior con ascensor;Compra;5ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
920;Piso en calle de Sardenya, La Sagrada Família, Barcelona;350000;4;95.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 2ª exterior con ascensor;Compra;2ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
921;Piso en calle del Rosselló, La Sagrada Família, Barcelona;660000;3;127.0;Barcelona;Eixample;La Sagrada Familia;Garaje opc. 30.000 €;Planta 4ª exterior con ascensor;Compra;4ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
922;Ático en calle de València, 393, La Sagrada Família, Barcelona;315000;1;49.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 4ª exterior sin ascensor;Compra;4ª;Exterior;No;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
923;Piso en Diagonal, s/n, La Sagrada Família, Barcelona;935000;3;133.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 4ª exterior con ascensor;Compra;4ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
924;Piso en calle d'Aragó, La Sagrada Família, Barcelona;415000;3;80.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 4ª exterior con ascensor;Compra;4ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
925;Estudio en calle del dos de Maig, La Sagrada Família, Barcelona;170000;2;30.0;Barcelona;Eixample;La Sagrada Familia;No;Bajo exterior sin ascensor;Compra;Bajo;Exterior;No;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
926;Piso en calle de Lepant, La Sagrada Família, Barcelona;279500;2;55.0;Barcelona;Eixample;La Sagrada Familia;No; interior con ascensor;Compra;Indeterminado;Interior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
927;Piso en calle d'Aragó, La Sagrada Família, Barcelona;380000;3;96.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
928;Piso en avenida Diagonal, 320, La Sagrada Família, Barcelona;495000;3;90.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 3ª exterior con ascensor;Compra;3ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
929;Piso en calle de Mallorca, La Sagrada Família, Barcelona;700000;4;145.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 2ª exterior con ascensor;Compra;2ª;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
930;Piso en calle de Sicília, La Sagrada Família, Barcelona;795000;3;122.0;Barcelona;Eixample;La Sagrada Familia;No;Planta 4ª con ascensor;Compra;Planta 4ª;Indeterminado;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
931;Piso en calle de Padilla, La Sagrada Família, Barcelona;430000;2;72.0;Barcelona;Eixample;La Sagrada Familia;No;Entreplanta exterior con ascensor;Compra;Entreplanta;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
932;Piso en calle de Còrsega, La Sagrada Família, Barcelona;245000;1;54.0;Barcelona;Eixample;La Sagrada Familia;No;Bajo exterior con ascensor;Compra;Bajo;Exterior;Si;207.973;205.174;126.877;89.495;41.658;1.619.337;98.0;808.751;35.051;75.201;85.023;23.495;76.057;204.691;168.88;36.979;38.471;39.713;11.007;14.183;671.177;24.835;55.343;64.829;18.575;64.178;180.965;151.28;33.392;34.269;32.74;8.173;2.598;137.574;10.216;19.858;20.194;4.92;11.879;23.726;17.6;3.587;4.202;6.973;2.834;11.585
