;Vivienda;Precio (€);Numero habitaciones;Metros cuadrados (m²);Municipio;Zona;Barrio;Garaje;Regimen;Planta;Interior/Exterior;Ascensor;1 persona;2 personas;3 personas;4 personas;5 o más personas;Población;m2_municipio;Total Antes de 1900;Total De 1900 a 1920;Total De 1921 a 1940;Total De 1941 a 1950;Total De 2011 a 2020;Total No consta;Total De 1951 a 1970;Total De 1971 a 1990;Total De 1991 a 2010;reg_autonomos;reg_general;Total afiliados;Turismo 2024;index;En alquiler;En propiedad;Otro régimen de tenencia;Total viviendas;%propiedad;%alquiler;Proporcion Propiedad/Alquiler;total_superficie;menos_de_60m2;entre_61_y_105m2;mas_de_106m2;%menos_de_60m2;%entre_61_y_105m2;%mas_de_106m2
4449;Piso en avenida de la Condomina, 20, Cabo de las Huertas, Alicante / Alacant;1300;3;90.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;4ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4450;Piso en Cabo de las Huertas, Alicante / Alacant;3500;3;120.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;7ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4451;Piso en calle Catedratic Abelardo Rigual, Cabo de las Huertas, Alicante / Alacant;2600;3;160.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4452;Piso en Cabo de las Huertas, Alicante / Alacant;900;2;100.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;10ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4453;Dúplex en calle del Pagel, 12, Cabo de las Huertas, Alicante / Alacant;1300;2;100.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;No;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4454;Piso en calle Arpón, Cabo de las Huertas, Alicante / Alacant;1500;3;138.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;5ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4455;Chalet adosado en calle de la Cherna, 3, Cabo de las Huertas, Alicante / Alacant;2200;4;139.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4456;Piso en calle Trident, Cabo de las Huertas, Alicante / Alacant;1300;3;100.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;10ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4457;Piso en calle Corbeta, 1, Cabo de las Huertas, Alicante / Alacant;1900;3;117.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4458;Piso en calle del Curricán, Cabo de las Huertas, Alicante / Alacant;995;2;57.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;4ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4459;Piso en calle Arpón, Cabo de las Huertas, Alicante / Alacant;1500;3;104.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4460;Piso en calle Arpón, 10, Cabo de las Huertas, Alicante / Alacant;1250;3;96.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje opc. 50 €/mes;Alquiler;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4461;Piso en Cabo de las Huertas, Alicante / Alacant;1200;2;105.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4462;Piso en calle Arpón, Cabo de las Huertas, Alicante / Alacant;1200;3;118.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;4ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4463;Casa o chalet independiente en camino del Faro, Cabo de las Huertas, Alicante / Alacant;3000;5;360.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4464;Piso en calle la Doblada, 8 a, Cabo de las Huertas, Alicante / Alacant;3000;2;150.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;7ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4465;Chalet pareado en calle del Albatros, Cabo de las Huertas, Alicante / Alacant;3000;5;360.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4466;Chalet adosado en calle Arpón, Cabo de las Huertas, Alicante / Alacant;1690;5;175.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4467;Piso en calle de las Redes, 25, Cabo de las Huertas, Alicante / Alacant;1350;2;80.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;No;Alquiler;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4468;Chalet adosado en calle Arpón, Cabo de las Huertas, Alicante / Alacant;1600;3;175.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4469;Piso en calle de la Dorada, Cabo de las Huertas, Alicante / Alacant;1100;3;90.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;No;Alquiler;10ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4470;Piso en avenida Goleta, Cabo de las Huertas, Alicante / Alacant;1750;4;150.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;7ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4471;Chalet adosado en calle de la Salpa, Cabo de las Huertas, Alicante / Alacant;3100;4;300.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4472;Ático en camino del Faro, Cabo de las Huertas, Alicante / Alacant;5000;3;120.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;1ª;Exterior;No;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4473;Casa o chalet independiente en camino del Faro, Cabo de las Huertas, Alicante / Alacant;3000;5;315.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4474;Casa o chalet independiente en calle Boga, Cabo de las Huertas, Alicante / Alacant;9000;4;425.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4475;Piso en calle del Curricán, Cabo de las Huertas, Alicante / Alacant;2500;4;180.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4476;Piso en Costa Blanca, Cabo de las Huertas, Alicante / Alacant;4000;2;110.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;11ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4477;Piso en tridente, Cabo de las Huertas, Alicante / Alacant;1300;2;90.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;2ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4478;Piso en Cabo de las Huertas, Alicante / Alacant;1200;2;110.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;Planta 10ª;Indeterminado;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4479;Piso en avenida de la Costa Blanca, 22, Cabo de las Huertas, Alicante / Alacant;1500;2;90.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;No;Alquiler;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4480;Piso en calle del Palangre, 11, Cabo de las Huertas, Alicante / Alacant;1600;3;163.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;9ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4481;Piso en Cabo de las Huertas, Alicante / Alacant;1400;3;118.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;No;Alquiler;7ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4482;Piso en Cabo de las Huertas, Alicante / Alacant;1700;2;105.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;12ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4483;Piso en avenida de la Costa Blanca, s/n, Cabo de las Huertas, Alicante / Alacant;2800;2;120.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;No;Alquiler;6ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4484;Piso en calle del Curricán, Cabo de las Huertas, Alicante / Alacant;900;1;50.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;5ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4485;Piso en calle de la Dorada, Cabo de las Huertas, Alicante / Alacant;990;2;98.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;4ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4486;Piso en calle Pedro Ferrándiz, Cabo de las Huertas, Alicante / Alacant;1500;2;90.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;No;Alquiler;4ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4487;Piso en Cabo de las Huertas, Alicante / Alacant;2000;3;145.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;4ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4488;Piso en avenida Cataluña, Cabo de las Huertas, Alicante / Alacant;1800;2;100.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4489;Piso en calle la Melva, 6, Cabo de las Huertas, Alicante / Alacant;1500;3;120.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;10ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
