;Vivienda;Precio (€);Numero habitaciones;Metros cuadrados (m²);Municipio;Zona;Barrio;Garaje;Regimen;Planta;Interior/Exterior;Ascensor;1 persona;2 personas;3 personas;4 personas;5 o más personas;Población;m2_municipio;Total Antes de 1900;Total De 1900 a 1920;Total De 1921 a 1940;Total De 1941 a 1950;Total De 2011 a 2020;Total No consta;Total De 1951 a 1970;Total De 1971 a 1990;Total De 1991 a 2010;reg_autonomos;reg_general;Total afiliados;Turismo 2024;index;En alquiler;En propiedad;Otro régimen de tenencia;Total viviendas;%propiedad;%alquiler;Proporcion Propiedad/Alquiler;total_superficie;menos_de_60m2;entre_61_y_105m2;mas_de_106m2;%menos_de_60m2;%entre_61_y_105m2;%mas_de_106m2
4397;Piso en camino de la Colonia, 3, La Albufereta, Alicante / Alacant;538000;3;138.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;No;Compra;2ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4398;Piso en camino de la Colonia, 3, La Albufereta, Alicante / Alacant;500000;3;138.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;No;Compra;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4399;Piso en camino de la Colonia, 3, La Albufereta, Alicante / Alacant;533000;3;138.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;No;Compra;2ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4400;Chalet adosado en calle Vial Flora de España, La Albufereta, Alicante / Alacant;355000;4;140.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4401;Piso en calle Esportista Juan Matos, La Albufereta, Alicante / Alacant;339000;3;125.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje incluido;Compra;6ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4402;Chalet adosado en avenida de Ansaldo, La Albufereta, Alicante / Alacant;485000;5;270.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4403;Chalet pareado en avenida Albufereta, La Albufereta, Alicante / Alacant;550000;3;225.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4404;Piso en avenida Villajoyosa, 97, La Albufereta, Alicante / Alacant;153000;1;51.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;No;Compra;6ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4405;Piso en avenida de la Condomina, La Albufereta, Alicante / Alacant;290000;2;90.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;No;Compra;10ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4406;Piso en avenida de la Condomina, La Albufereta, Alicante / Alacant;385000;2;105.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje incluido;Compra;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4407;Piso en calle Sol Naixent, 2, La Albufereta, Alicante / Alacant;330000;2;75.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;No;Compra;7ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4408;Piso en calle Pedro Ferrándiz, La Albufereta, Alicante / Alacant;368000;3;126.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje incluido;Compra;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4409;Piso en calle Sol Naixent, La Albufereta, Alicante / Alacant;310000;2;93.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje incluido;Compra;7ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4410;Piso en avenida de Villajoyosa, 111, La Albufereta, Alicante / Alacant;395000;4;136.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje incluido;Compra;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4411;Piso en avenida de Villajoyosa, La Albufereta, Alicante / Alacant;154900;1;55.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;No;Compra;13ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4412;Piso en La Albufereta, Alicante / Alacant;310000;2;90.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;No;Compra;7ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4413;Piso en avenida de Villajoyosa, La Albufereta, Alicante / Alacant;430000;4;136.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje incluido;Compra;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4414;Piso en avenida de Villajoyosa, 97, La Albufereta, Alicante / Alacant;335000;3;124.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje opc. 25.000 €;Compra;10ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4415;Piso en La Albufereta, Alicante / Alacant;185000;1;60.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje incluido;Compra;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4416;Casa o chalet independiente en avenida Albufereta, La Albufereta, Alicante / Alacant;1400000;3;375.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4417;Piso en sol naciente, La Albufereta, Alicante / Alacant;360000;3;140.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;No;Compra;12ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4418;Piso en calle Pedro Ferrándiz, 17, La Albufereta, Alicante / Alacant;368000;3;128.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje incluido;Compra;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4419;Piso en avenida de la Deportista Miriam Blasco, La Albufereta, Alicante / Alacant;295000;2;110.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje incluido;Compra;4ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4420;Piso en calle Sol Naixent, La Albufereta, Alicante / Alacant;310000;3;95.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;No;Compra;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4421;Chalet adosado en calle del Olimpo, La Albufereta, Alicante / Alacant;534900;5;275.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4422;Piso en calle Diosa Tanit, La Albufereta, Alicante / Alacant;260000;1;67.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje incluido;Compra;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4423;Piso en calle Sol Naciente, La Albufereta, Alicante / Alacant;350000;2;80.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;No;Compra;7ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4424;Piso en calle Sol Naixent, La Albufereta, Alicante / Alacant;215000;1;55.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;No;Compra;2ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4425;Piso en calle Sol Naixent, La Albufereta, Alicante / Alacant;349000;2;80.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;No;Compra;7ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4426;Piso en La Albufereta, Alicante / Alacant;294900;2;86.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje incluido;Compra;10ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4427;Piso en avenida de Villajoyosa, La Albufereta, Alicante / Alacant;185000;1;66.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;No;Compra;5ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4428;Piso en avenida de la Deportista Miriam Blasco, La Albufereta, Alicante / Alacant;350000;3;125.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje incluido;Compra;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4429;Chalet adosado en calle del Olimpo, La Albufereta, Alicante / Alacant;523900;4;275.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;No;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4430;Chalet adosado en calle del Olimpo, La Albufereta, Alicante / Alacant;589900;4;320.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;No;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4431;Piso en calle Sol Naixent, La Albufereta, Alicante / Alacant;349000;2;95.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;No;Compra;7ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4432;Piso en La Albufereta, Alicante / Alacant;459900;3;132.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje incluido;Compra;7ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4433;Piso en avenida Esportista Miriam Blasco, La Albufereta, Alicante / Alacant;386000;3;107.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje incluido;Compra;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4434;Chalet adosado en camino Colonia Romana, s/n, La Albufereta, Alicante / Alacant;465000;5;172.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4435;Piso en avenida de Villajoyosa, La Albufereta, Alicante / Alacant;335000;3;124.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje opc. 25.000 €;Compra;10ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4436;Casa o chalet independiente en calle Caja de Ahorros, s/n, La Albufereta, Alicante / Alacant;390000;4;140.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;No;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4437;Chalet adosado en calle de los Deportistas Hermanos Torres, 9, La Albufereta, Alicante / Alacant;545000;4;262.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4438;Piso en avenida Villajoyosa, 32, La Albufereta, Alicante / Alacant;730000;3;130.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;No;Compra;13ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4439;Chalet adosado en calle del Olimpo, La Albufereta, Alicante / Alacant;629000;4;315.0;Alacant/Alicante;Playa De San Juan El Cabo;La Albufereta;No;Compra;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4440;Piso en Cabo de las Huertas, Alicante / Alacant;875;1;50.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;3ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4441;Piso en calle Pedro Ferrándiz, Cabo de las Huertas, Alicante / Alacant;1500;2;76.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;6ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4442;Estudio en Cabo de las Huertas, Alicante / Alacant;1400;3;85.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;No;Alquiler;Bajo;Exterior;No;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4443;Piso en avenida de la Costa Blanca, 84, Cabo de las Huertas, Alicante / Alacant;880;2;70.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;1ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4444;Chalet adosado en Cabo de las Huertas, Alicante / Alacant;2000;4;350.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4445;Piso en Cabo de las Huertas, Alicante / Alacant;1600;3;120.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;8ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4446;Piso en avenida Cataluña, Cabo de las Huertas, Alicante / Alacant;1400;2;72.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;2ª;Exterior;Si;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4447;Casa o chalet independiente en calle del Marrajo, 14, Cabo de las Huertas, Alicante / Alacant;2950;5;200.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
4448;Chalet adosado en Cabo de las Huertas, Alicante / Alacant;3700;5;320.0;Alacant/Alicante;Playa De San Juan El Cabo;Cabo De Las Huertas;Garaje incluido;Alquiler;Indeterminado;Indeterminado;Indeterminado;39.536;37.976;27.155;21.375;9.822;334.418;201.0;350.0;1.752;3.098;2.582;3.395;2.703;57.54;60.375;55.863;21904;194761;220393;3589.0;7;21.801;104.009;10.054;135.864;76.55375964199493;16.046193252075604;4.770836200174304;187658;37608;119585;28691;20.04071235971821;63.72496776050048;15.288983150198764
