Vivienda;Precio;Numero habitaciones;Metros cuadrados;Ciudad;Zona;Barrio;Garaje;Descripcion
Piso en paseo de Marcelino Camacho, Vista Alegre, Madrid;298000;3 hab.;110 m²;madrid;carabanchel;vista-alegre;No;Planta 1ª exterior con ascensor
Piso en calle Guabairo, Vista Alegre, Madrid;240000;3 hab.;77 m²;madrid;carabanchel;vista-alegre;No;Planta 5ª exterior con ascensor
Piso en calle de Manuel Galindo, Vista Alegre, Madrid;105000;1 hab.;35 m²;madrid;carabanchel;vista-alegre;No;Planta 1ª sin ascensor
Casa o chalet independiente en Vista Alegre, Madrid;375000;5 hab.;164 m²;madrid;carabanchel;vista-alegre;No;No tiene
Piso en Vista Alegre, Madrid;88000;1 hab.;48 m²;madrid;carabanchel;vista-alegre;No;Bajo exterior sin ascensor
Piso en paseo de Marcelino Camacho, Vista Alegre, Madrid;305000;3 hab.;110 m²;madrid;carabanchel;vista-alegre;No;Planta 1ª exterior con ascensor
Piso en camino de los Ingenieros, Vista Alegre, Madrid;195000;3 hab.;67 m²;madrid;carabanchel;vista-alegre;No;Planta 1ª interior con ascensor
Piso en calle de Juanita, Vista Alegre, Madrid;103000;2 hab.;60 m²;madrid;carabanchel;vista-alegre;No; sin ascensor
Piso en calle Avecilla, Vista Alegre, Madrid;225000;4 hab.;70 m²;madrid;carabanchel;vista-alegre;No;Planta 3ª exterior sin ascensor
Piso en calle del Pinzón, Vista Alegre, Madrid;600000;5 hab.;106 m²;madrid;carabanchel;vista-alegre;No;Bajo exterior sin ascensor
Piso en calle de Eugenia de Montijo, Vista Alegre, Madrid;169950;1 hab.;55 m²;madrid;carabanchel;vista-alegre;No;Planta 5ª exterior con ascensor
Piso en calle de Joaquín Turina, Buena Vista, Madrid;269000;3 hab.;117 m²;madrid;carabanchel;buena-vista;No;Planta 1ª exterior con ascensor
Piso en calle de Aguilar del Río, Buena Vista, Madrid;224000;3 hab.;107 m²;madrid;carabanchel;buena-vista;No;Planta 2ª exterior con ascensor
Piso en calle Alfredo Aleix, 15, Buena Vista, Madrid;320539;3 hab.;97 m²;madrid;carabanchel;buena-vista;No;Planta 3ª exterior con ascensor
Piso en calle Alfredo Aleix, 15, Buena Vista, Madrid;320539;3 hab.;97 m²;madrid;carabanchel;buena-vista;No;Planta 1ª exterior con ascensor
Piso en calle Alfredo Aleix, 15, Buena Vista, Madrid;183407;1 hab.;55 m²;madrid;carabanchel;buena-vista;No;Bajo exterior con ascensor
Piso en calle Secoya, Buena Vista, Madrid;329000;2 hab.;89 m²;madrid;carabanchel;buena-vista;Garaje incluido;Planta 1ª exterior con ascensor
Piso en Buena Vista, Madrid;165000;3 hab.;70 m²;madrid;carabanchel;buena-vista;No;Planta 2ª exterior sin ascensor
Piso en calle del Aguacate, Buena Vista, Madrid;139000;2 hab.;65 m²;madrid;carabanchel;buena-vista;No;Planta 4ª exterior sin ascensor
Piso en calle del Aguacate, Buena Vista, Madrid;139000;2 hab.;65 m²;madrid;carabanchel;buena-vista;No;Planta 4ª exterior sin ascensor
Piso en calle del Aguacate, Buena Vista, Madrid;139000;2 hab.;65 m²;madrid;carabanchel;buena-vista;No;Planta 4ª exterior sin ascensor
Piso en calle de Aguilar del Río, Buena Vista, Madrid;230000;4 hab.;119 m²;madrid;carabanchel;buena-vista;No;Planta 6ª exterior con ascensor
Piso en Buena Vista, Madrid;62000;2 hab.;60 m²;madrid;carabanchel;buena-vista;No;Planta 1ª exterior con ascensor
Piso en Buena Vista, Madrid;130000;1 hab.;39 m²;madrid;carabanchel;buena-vista;No;Bajo exterior sin ascensor
Piso en calle Piña, 3, Buena Vista, Madrid;325000;4 hab.;100 m²;madrid;carabanchel;buena-vista;No;Bajo exterior sin ascensor
Ático en calle Secoya, 14, Buena Vista, Madrid;250000;2 hab.;140 m²;madrid;carabanchel;buena-vista;No;Planta 4ª exterior con ascensor
Piso en Buena Vista, Madrid;180000;2 hab.;50 m²;madrid;carabanchel;buena-vista;No;Planta 2ª exterior sin ascensor
Piso en calle Mascaraque, 15, Buena Vista, Madrid;199000;2 hab.;73 m²;madrid;carabanchel;buena-vista;No;Planta 1ª exterior sin ascensor
Piso en Buena Vista, Madrid;174000;2 hab.;76 m²;madrid;carabanchel;buena-vista;No;Planta 2ª exterior sin ascensor
Piso en Buena Vista, Madrid;155000;3 hab.;54 m²;madrid;carabanchel;buena-vista;No;Bajo exterior sin ascensor
Piso en calle Alfredo Aleix, 26, Buena Vista, Madrid;374900;3 hab.;96 m²;madrid;carabanchel;buena-vista;Garaje incluido;Planta 2ª exterior con ascensor
Piso en calle Alfredo Aleix, 26, Buena Vista, Madrid;294900;2 hab.;105 m²;madrid;carabanchel;buena-vista;Garaje incluido;Bajo exterior con ascensor
Piso en avenida de Carabanchel Alto, Buena Vista, Madrid;95700;2 hab.;51 m²;madrid;carabanchel;buena-vista;No;Planta 3ª exterior sin ascensor
Chalet pareado en Buena Vista, Madrid;450000;3 hab.;135 m²;madrid;carabanchel;buena-vista;Garaje incluido;No tiene
Piso en calle Albaricoque, 11, Buena Vista, Madrid;314500;2 hab.;79 m²;madrid;carabanchel;buena-vista;Garaje incluido;Planta 1ª exterior con ascensor
Dúplex en calle Albaricoque, 11, Buena Vista, Madrid;351000;2 hab.;78 m²;madrid;carabanchel;buena-vista;Garaje incluido;Planta 4ª exterior con ascensor
Piso en calle Albaricoque, 11, Buena Vista, Madrid;346000;2 hab.;82 m²;madrid;carabanchel;buena-vista;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle Albaricoque, 11, Buena Vista, Madrid;283000;1 hab.;61 m²;madrid;carabanchel;buena-vista;Garaje incluido;Planta 3ª exterior con ascensor
Piso en Santa Teresa Jornet, 7, Buena Vista, Madrid;282000;2 hab.;85 m²;madrid;carabanchel;buena-vista;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle Albaricoque, 11, Buena Vista, Madrid;248000;1 hab.;57 m²;madrid;carabanchel;buena-vista;Garaje incluido;Planta 2ª exterior con ascensor
Piso en calle Albaricoque, 11, Buena Vista, Madrid;476000;3 hab.;100 m²;madrid;carabanchel;buena-vista;Garaje incluido;Planta 2ª exterior con ascensor
Piso en calle Albaricoque, 11, Buena Vista, Madrid;314500;2 hab.;79 m²;madrid;carabanchel;buena-vista;Garaje incluido;Planta 1ª exterior con ascensor
Ático en calle Alfredo Aleix, 26, Buena Vista, Madrid;479900;3 hab.;122 m²;madrid;carabanchel;buena-vista;Garaje incluido;Planta 4ª exterior con ascensor
Ático en calle Alfredo Aleix, 26, Buena Vista, Madrid;394900;2 hab.;90 m²;madrid;carabanchel;buena-vista;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle Alfredo Aleix, 26, Buena Vista, Madrid;279900;2 hab.;78 m²;madrid;carabanchel;buena-vista;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle Alfredo Aleix, 26, Buena Vista, Madrid;369900;3 hab.;96 m²;madrid;carabanchel;buena-vista;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle Alfredo Aleix, 26, Buena Vista, Madrid;394900;3 hab.;140 m²;madrid;carabanchel;buena-vista;Garaje incluido;Bajo exterior con ascensor
Piso en calle Alfredo Aleix, 26, Buena Vista, Madrid;374900;3 hab.;97 m²;madrid;carabanchel;buena-vista;Garaje incluido;Planta 2ª exterior con ascensor
Piso en calle Alfredo Aleix, 26, Buena Vista, Madrid;294900;2 hab.;107 m²;madrid;carabanchel;buena-vista;Garaje incluido;Bajo exterior con ascensor
Piso en calle Alfredo Aleix, 26, Buena Vista, Madrid;279900;2 hab.;79 m²;madrid;carabanchel;buena-vista;Garaje incluido;Planta 1ª exterior con ascensor
Ático en calle Alfredo Aleix, 26, Buena Vista, Madrid;334900;1 hab.;97 m²;madrid;carabanchel;buena-vista;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle Alfredo Aleix, 26, Buena Vista, Madrid;374900;3 hab.;126 m²;madrid;carabanchel;buena-vista;Garaje incluido;Bajo exterior con ascensor
Piso en calle Alfredo Aleix, 26, Buena Vista, Madrid;219900;1 hab.;59 m²;madrid;carabanchel;buena-vista;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle Alfredo Aleix, 26, Buena Vista, Madrid;269900;2 hab.;73 m²;madrid;carabanchel;buena-vista;Garaje incluido;Planta 1ª exterior con ascensor
Ático en calle Alfredo Aleix, 26, Buena Vista, Madrid;394900;2 hab.;94 m²;madrid;carabanchel;buena-vista;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle Alfredo Aleix, 15, Buena Vista, Madrid;320705;3 hab.;97 m²;madrid;carabanchel;buena-vista;No;Bajo exterior con ascensor
Ático en calle Alfredo Aleix, 15, Buena Vista, Madrid;350747;3 hab.;106 m²;madrid;carabanchel;buena-vista;No;Planta 4ª exterior con ascensor
Piso en calle Alfredo Aleix, 15, Buena Vista, Madrid;320539;3 hab.;97 m²;madrid;carabanchel;buena-vista;No;Planta 2ª exterior con ascensor
Piso en calle Alfredo Aleix, 15, Buena Vista, Madrid;335842;3 hab.;101 m²;madrid;carabanchel;buena-vista;No;Planta 3ª exterior con ascensor
Piso en calle Alfredo Aleix, 15, Buena Vista, Madrid;335842;3 hab.;101 m²;madrid;carabanchel;buena-vista;No;Planta 1ª exterior con ascensor
Piso en calle Alfredo Aleix, 15, Buena Vista, Madrid;335842;3 hab.;101 m²;madrid;carabanchel;buena-vista;No;Planta 2ª exterior con ascensor
Piso en avenida de Carabanchel Alto, Buena Vista, Madrid;450000;2 hab.;85 m²;madrid;carabanchel;buena-vista;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle de la Guayaba, Buena Vista, Madrid;185000;4 hab.;135 m²;madrid;carabanchel;buena-vista;No;Bajo exterior sin ascensor
Piso en plaza de Barragán, 1, Buena Vista, Madrid;280000;3 hab.;89 m²;madrid;carabanchel;buena-vista;No;Planta 1ª exterior sin ascensor
Piso en calle de Joaquín Turina, Buena Vista, Madrid;169000;2 hab.;68 m²;madrid;carabanchel;buena-vista;No;Bajo interior sin ascensor
Piso en calle Isabela Saverana, Buena Vista, Madrid;170000;3 hab.;70 m²;madrid;carabanchel;buena-vista;No;Bajo exterior sin ascensor
Piso en Jeronimo Iborra, Buena Vista, Madrid;73740;1 hab.;27 m²;madrid;carabanchel;buena-vista;No;Bajo exterior sin ascensor
Piso en Buena Vista, Madrid;148800;2 hab.;60 m²;madrid;carabanchel;buena-vista;No;Entreplanta exterior sin ascensor
Piso en calle José Andrés, 1, Buena Vista, Madrid;166000;3 hab.;58 m²;madrid;carabanchel;buena-vista;No;Planta 2ª exterior sin ascensor
Piso en calle de la Duquesa de Tamames, Buena Vista, Madrid;173000;2 hab.;81 m²;madrid;carabanchel;buena-vista;No;Planta 1ª interior sin ascensor
Piso en Buena Vista, Madrid;135000;1 hab.;28 m²;madrid;carabanchel;buena-vista;No;Bajo exterior con ascensor
Piso en paseo de Gràcia, La Dreta de l'Eixample, Barcelona;1350000;3 hab.;115 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 3ª exterior con ascensor
Piso en calle de València, La Dreta de l'Eixample, Barcelona;2590000;4 hab.;253 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor
Ático en calle de València, La Dreta de l'Eixample, Barcelona;695000;3 hab.;79 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 6ª exterior con ascensor
Piso en calle del Bruc, La Dreta de l'Eixample, Barcelona;1150000;5 hab.;226 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior sin ascensor
Piso en plaza Tetuan, La Dreta de l'Eixample, Barcelona;2550000;5 hab.;283 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor
Ático en calle de Girona, La Dreta de l'Eixample, Barcelona;695000;2 hab.;83 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 5ª exterior con ascensor
Piso en calle de Roger de Llúria, La Dreta de l'Eixample, Barcelona;1750000;3 hab.;197 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 2ª exterior con ascensor
Piso en calle de Girona, La Dreta de l'Eixample, Barcelona;1545000;3 hab.;213 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor
Piso en calle de Provença, La Dreta de l'Eixample, Barcelona;2380000;3 hab.;243 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor
Piso en calle del Rosselló, La Dreta de l'Eixample, Barcelona;1900000;2 hab.;175 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor
Piso en paseo de Gràcia, La Dreta de l'Eixample, Barcelona;1350000;3 hab.;119 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor
Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona;1240000;4 hab.;220 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 5ª exterior con ascensor
Piso en calle de Fontanella, La Dreta de l'Eixample, Barcelona;1580000;3 hab.;174 m²;barcelona;eixample;la-dreta-de-l-eixample;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle de Roger de Llúria, La Dreta de l'Eixample, Barcelona;1425000;3 hab.;170 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 4ª exterior con ascensor
Piso en calle de Casp, La Dreta de l'Eixample, Barcelona;3200000;4 hab.;441 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 5ª exterior con ascensor
Ático en rambla de Catalunya, La Dreta de l'Eixample, Barcelona;1790000;3 hab.;222 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 9ª exterior con ascensor
Piso en calle de Girona, La Dreta de l'Eixample, Barcelona;1545000;3 hab.;185 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 3ª exterior con ascensor
Piso en paseo de Gràcia, La Dreta de l'Eixample, Barcelona;1700000;3 hab.;191 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 2ª exterior con ascensor
Piso en calle de Roger de Llúria, La Dreta de l'Eixample, Barcelona;1790000;3 hab.;189 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor
Piso en calle de Roger de Llúria, La Dreta de l'Eixample, Barcelona;630000;1 hab.;116 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor
Piso en calle del Rosselló, La Dreta de l'Eixample, Barcelona;1900000;2 hab.;167 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor
Piso en calle de Mallorca, La Dreta de l'Eixample, Barcelona;1395000;3 hab.;170 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor
Piso en La Dreta de l'Eixample, Barcelona;1790000;3 hab.;189 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor
Piso en paseo de Gràcia, La Dreta de l'Eixample, Barcelona;3200000;4 hab.;228 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 3ª exterior con ascensor
Piso en calle del Rosselló, La Dreta de l'Eixample, Barcelona;1150000;3 hab.;140 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor
Dúplex en calle d'Ausiàs Marc, La Dreta de l'Eixample, Barcelona;3050000;3 hab.;229 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior con ascensor
Piso en paseo de Sant Joan, La Dreta de l'Eixample, Barcelona;1640000;3 hab.;199 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 2ª exterior con ascensor
Piso en calle de Provença, La Dreta de l'Eixample, Barcelona;1050000;4 hab.;187 m²;barcelona;eixample;la-dreta-de-l-eixample;Garaje incluido;Planta 2ª exterior con ascensor
Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona;1800000;6 hab.;246 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor
Piso en Gran Via de les Corts Catalanes, La Dreta de l'Eixample, Barcelona;720000;4 hab.;126 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 5ª exterior con ascensor
Piso en calle de Roger de Llúria, La Dreta de l'Eixample, Barcelona;1425000;3 hab.;161 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 3ª exterior con ascensor
Piso en calle Valencia, La Dreta de l'Eixample, Barcelona;1240000;4 hab.;220 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 3ª exterior con ascensor
Piso en calle del Rosselló, La Dreta de l'Eixample, Barcelona;1900000;2 hab.;178 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior con ascensor
Piso en La Dreta de l'Eixample, Barcelona;1900000;2 hab.;167 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª interior con ascensor
Piso en calle de Girona, La Dreta de l'Eixample, Barcelona;450000;2 hab.;63 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 2ª exterior con ascensor
Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona;2850000;8 hab.;302 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 2ª exterior con ascensor
Ático en calle d'Ausiàs Marc, La Dreta de l'Eixample, Barcelona;2780000;3 hab.;221 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 4ª exterior con ascensor
Piso en Passatge de Mercader, La Dreta de l'Eixample, Barcelona;995000;4 hab.;113 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 3ª exterior con ascensor
Piso en ronda de Sant Pere, La Dreta de l'Eixample, Barcelona;625000;3 hab.;79 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 4ª exterior con ascensor
Piso en plaza Tetuan, La Dreta de l'Eixample, Barcelona;590000;3 hab.;126 m²;barcelona;eixample;la-dreta-de-l-eixample;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona;1250000;5 hab.;181 m²;barcelona;eixample;la-dreta-de-l-eixample;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle de Roger de Flor, La Dreta de l'Eixample, Barcelona;670000;3 hab.;119 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 2ª exterior con ascensor
Piso en Gran Via de les Corts Catalanes, La Dreta de l'Eixample, Barcelona;720000;4 hab.;126 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 5ª exterior con ascensor
Piso en La Dreta de l'Eixample, Barcelona;2200000;4 hab.;213 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 3ª exterior con ascensor
Piso en paseo de Gràcia, La Dreta de l'Eixample, Barcelona;1850000;2 hab.;126 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 3ª exterior con ascensor
Piso en Gran Via de les Corts Catalanes, La Dreta de l'Eixample, Barcelona;695000;5 hab.;147 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 2ª interior con ascensor
Piso en calle de Girona, 132, La Dreta de l'Eixample, Barcelona;470000;3 hab.;119 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Bajo exterior con ascensor
Piso en calle de Provença, La Dreta de l'Eixample, Barcelona;1295000;5 hab.;165 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 3ª exterior con ascensor
Ático en Girona, La Dreta de l'Eixample, Barcelona;1275000;2 hab.;180 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 5ª exterior con ascensor
Piso en calle de Casp, La Dreta de l'Eixample, Barcelona;1660000;3 hab.;215 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Bajo exterior con ascensor
Piso en paseo de Sant Joan, La Dreta de l'Eixample, Barcelona;2800000;7 hab.;275 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor
Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona;1595000;4 hab.;191 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 2ª exterior con ascensor
Piso en ronda de Sant Pere, La Dreta de l'Eixample, Barcelona;770000;5 hab.;138 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 4ª exterior con ascensor
Piso en calle del Rosselló, La Dreta de l'Eixample, Barcelona;380000;2 hab.;51 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 4ª exterior con ascensor
Piso en calle de Trafalgar, La Dreta de l'Eixample, Barcelona;2780000;4 hab.;356 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor
Piso en calle de Girona, La Dreta de l'Eixample, Barcelona;1107780;3 hab.;139 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 3ª exterior con ascensor
Piso en paseo de Gràcia, La Dreta de l'Eixample, Barcelona;2900000;4 hab.;213 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 4ª exterior con ascensor
Piso en calle de Girona, La Dreta de l'Eixample, Barcelona;695000;2 hab.;83 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 4ª exterior con ascensor
Piso en paseo de Gracia, La Dreta de l'Eixample, Barcelona;2999000;4 hab.;214 m²;barcelona;eixample;la-dreta-de-l-eixample;Garaje incluido;Planta 4ª exterior con ascensor
Piso en calle de Bailèn, La Dreta de l'Eixample, Barcelona;1050000;3 hab.;122 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior con ascensor
Ático en Gran Via de les Corts Catalanes, L'Antiga Esquerra de l'Eixample, Barcelona;785000;2 hab.;97 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 8ª exterior con ascensor
Piso en calle de Muntaner, L'Antiga Esquerra de l'Eixample, Barcelona;990000;3 hab.;109 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 3ª exterior con ascensor
Piso en calle d'Aragó, L'Antiga Esquerra de l'Eixample, Barcelona;740000;3 hab.;112 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 1ª exterior con ascensor
Piso en calle del Consell de Cent, L'Antiga Esquerra de l'Eixample, Barcelona;2500000;4 hab.;290 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 2ª exterior con ascensor
Piso en L'Antiga Esquerra de l'Eixample, Barcelona;1900000;5 hab.;269 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 2ª exterior con ascensor
Piso en calle del Consell de Cent, L'Antiga Esquerra de l'Eixample, Barcelona;760000;5 hab.;133 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 1ª exterior con ascensor
Piso en calle del Consell de Cent, L'Antiga Esquerra de l'Eixample, Barcelona;2500000;5 hab.;270 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 3ª exterior con ascensor
Piso en calle del Comte d'Urgell, L'Antiga Esquerra de l'Eixample, Barcelona;649000;3 hab.;110 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 2ª exterior con ascensor
Piso en calle del Consell de Cent, L'Antiga Esquerra de l'Eixample, Barcelona;760000;5 hab.;163 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;Garaje opc. 30.000 €;Planta 1ª exterior con ascensor
