Municipios (con más de 50.000 habitantes) y capitales de provincia;Tipo de vivienda (principal o no);Año de construcción del edificio;Total
10037 Cáceres;Total;De 1941 a 1950;851
10037 Cáceres;Total;De 1951 a 1960;2.141
10037 Cáceres;Total;De 1961 a 1970;5.972
10037 Cáceres;Total;De 1971 a 1980;7.135
10037 Cáceres;Total;De 1981 a 1990;7.763
10037 Cáceres;Total;De 1991 a 2000;11.052
10037 Cáceres;Total;De 2001 a 2010;12.945
10037 Cáceres;Total;De 2011 a 2020;2.208
10037 Cáceres;Total;No consta;529
10037 Cáceres;Vivienda principal;Total;39.048
10037 Cáceres;Vivienda principal;Antes de 1900;39
10037 Cáceres;Vivienda principal;De 1900 a 1920;1.101
10037 Cáceres;Vivienda principal;De 1921 a 1940;566
10037 Cáceres;Vivienda principal;De 1941 a 1950;507
10037 Cáceres;Vivienda principal;De 1951 a 1960;1.307
10037 Cáceres;Vivienda principal;De 1961 a 1970;3.940
10037 Cáceres;Vivienda principal;De 1971 a 1980;5.018
10037 Cáceres;Vivienda principal;De 1981 a 1990;5.833
10037 Cáceres;Vivienda principal;De 1991 a 2000;8.882
10037 Cáceres;Vivienda principal;De 2001 a 2010;10.125
10037 Cáceres;Vivienda principal;De 2011 a 2020;1.460
10037 Cáceres;Vivienda principal;No consta;270
10037 Cáceres;Vivienda no principal;Total;14.708
10037 Cáceres;Vivienda no principal;Antes de 1900;53
10037 Cáceres;Vivienda no principal;De 1900 a 1920;857
10037 Cáceres;Vivienda no principal;De 1921 a 1940;544
10037 Cáceres;Vivienda no principal;De 1941 a 1950;344
10037 Cáceres;Vivienda no principal;De 1951 a 1960;834
10037 Cáceres;Vivienda no principal;De 1961 a 1970;2.032
10037 Cáceres;Vivienda no principal;De 1971 a 1980;2.117
10037 Cáceres;Vivienda no principal;De 1981 a 1990;1.930
10037 Cáceres;Vivienda no principal;De 1991 a 2000;2.170
10037 Cáceres;Vivienda no principal;De 2001 a 2010;2.820
10037 Cáceres;Vivienda no principal;De 2011 a 2020;748
10037 Cáceres;Vivienda no principal;No consta;259
11004 Algeciras;Total;Total;55.815
11004 Algeciras;Total;Antes de 1900;1
11004 Algeciras;Total;De 1900 a 1920;50
11004 Algeciras;Total;De 1921 a 1940;303
11004 Algeciras;Total;De 1941 a 1950;787
11004 Algeciras;Total;De 1951 a 1960;3.313
11004 Algeciras;Total;De 1961 a 1970;7.604
11004 Algeciras;Total;De 1971 a 1980;13.662
11004 Algeciras;Total;De 1981 a 1990;6.605
11004 Algeciras;Total;De 1991 a 2000;8.854
11004 Algeciras;Total;De 2001 a 2010;12.997
11004 Algeciras;Total;De 2011 a 2020;935
11004 Algeciras;Total;No consta;704
11004 Algeciras;Vivienda principal;Total;45.430
11004 Algeciras;Vivienda principal;Antes de 1900;0
11004 Algeciras;Vivienda principal;De 1900 a 1920;25
11004 Algeciras;Vivienda principal;De 1921 a 1940;223
11004 Algeciras;Vivienda principal;De 1941 a 1950;607
11004 Algeciras;Vivienda principal;De 1951 a 1960;2.632
11004 Algeciras;Vivienda principal;De 1961 a 1970;6.254
11004 Algeciras;Vivienda principal;De 1971 a 1980;11.703
11004 Algeciras;Vivienda principal;De 1981 a 1990;5.596
11004 Algeciras;Vivienda principal;De 1991 a 2000;7.281
11004 Algeciras;Vivienda principal;De 2001 a 2010;10.032
11004 Algeciras;Vivienda principal;De 2011 a 2020;637
11004 Algeciras;Vivienda principal;No consta;440
11004 Algeciras;Vivienda no principal;Total;10.385
11004 Algeciras;Vivienda no principal;Antes de 1900;1
11004 Algeciras;Vivienda no principal;De 1900 a 1920;25
11004 Algeciras;Vivienda no principal;De 1921 a 1940;80
11004 Algeciras;Vivienda no principal;De 1941 a 1950;180
11004 Algeciras;Vivienda no principal;De 1951 a 1960;681
11004 Algeciras;Vivienda no principal;De 1961 a 1970;1.350
11004 Algeciras;Vivienda no principal;De 1971 a 1980;1.959
11004 Algeciras;Vivienda no principal;De 1981 a 1990;1.009
11004 Algeciras;Vivienda no principal;De 1991 a 2000;1.573
11004 Algeciras;Vivienda no principal;De 2001 a 2010;2.965
11004 Algeciras;Vivienda no principal;De 2011 a 2020;298
11004 Algeciras;Vivienda no principal;No consta;264
11012 Cádiz;Total;Total;56.479
11012 Cádiz;Total;Antes de 1900;12.798
11012 Cádiz;Total;De 1900 a 1920;72
11012 Cádiz;Total;De 1921 a 1940;384
11012 Cádiz;Total;De 1941 a 1950;1.217
11012 Cádiz;Total;De 1951 a 1960;3.421
11012 Cádiz;Total;De 1961 a 1970;9.676
11012 Cádiz;Total;De 1971 a 1980;14.931
11012 Cádiz;Total;De 1981 a 1990;4.541
11012 Cádiz;Total;De 1991 a 2000;3.154
11012 Cádiz;Total;De 2001 a 2010;4.857
11012 Cádiz;Total;De 2011 a 2020;1.159
11012 Cádiz;Total;No consta;269
11012 Cádiz;Vivienda principal;Total;46.071
11012 Cádiz;Vivienda principal;Antes de 1900;9.597
11012 Cádiz;Vivienda principal;De 1900 a 1920;54
11012 Cádiz;Vivienda principal;De 1921 a 1940;321
11012 Cádiz;Vivienda principal;De 1941 a 1950;955
11012 Cádiz;Vivienda principal;De 1951 a 1960;2.909
11012 Cádiz;Vivienda principal;De 1961 a 1970;8.219
11012 Cádiz;Vivienda principal;De 1971 a 1980;12.235
11012 Cádiz;Vivienda principal;De 1981 a 1990;3.983
11012 Cádiz;Vivienda principal;De 1991 a 2000;2.749
11012 Cádiz;Vivienda principal;De 2001 a 2010;4.069
11012 Cádiz;Vivienda principal;De 2011 a 2020;865
11012 Cádiz;Vivienda principal;No consta;115
11012 Cádiz;Vivienda no principal;Total;10.408
11012 Cádiz;Vivienda no principal;Antes de 1900;3.201
11012 Cádiz;Vivienda no principal;De 1900 a 1920;18
11012 Cádiz;Vivienda no principal;De 1921 a 1940;63
11012 Cádiz;Vivienda no principal;De 1941 a 1950;262
11012 Cádiz;Vivienda no principal;De 1951 a 1960;512
11012 Cádiz;Vivienda no principal;De 1961 a 1970;1.457
11012 Cádiz;Vivienda no principal;De 1971 a 1980;2.696
11012 Cádiz;Vivienda no principal;De 1981 a 1990;558
11012 Cádiz;Vivienda no principal;De 1991 a 2000;405
11012 Cádiz;Vivienda no principal;De 2001 a 2010;788
11012 Cádiz;Vivienda no principal;De 2011 a 2020;294
11012 Cádiz;Vivienda no principal;No consta;154
11015 Chiclana de la Frontera;Total;Total;49.229
11015 Chiclana de la Frontera;Total;Antes de 1900;22
11015 Chiclana de la Frontera;Total;De 1900 a 1920;505
11015 Chiclana de la Frontera;Total;De 1921 a 1940;224
11015 Chiclana de la Frontera;Total;De 1941 a 1950;207
11015 Chiclana de la Frontera;Total;De 1951 a 1960;468
11015 Chiclana de la Frontera;Total;De 1961 a 1970;2.717
11015 Chiclana de la Frontera;Total;De 1971 a 1980;5.311
11015 Chiclana de la Frontera;Total;De 1981 a 1990;8.880
11015 Chiclana de la Frontera;Total;De 1991 a 2000;14.560
11015 Chiclana de la Frontera;Total;De 2001 a 2010;11.516
11015 Chiclana de la Frontera;Total;De 2011 a 2020;743
11015 Chiclana de la Frontera;Total;No consta;4.076
11015 Chiclana de la Frontera;Vivienda principal;Total;31.638
11015 Chiclana de la Frontera;Vivienda principal;Antes de 1900;11
11015 Chiclana de la Frontera;Vivienda principal;De 1900 a 1920;280
11015 Chiclana de la Frontera;Vivienda principal;De 1921 a 1940;145
11015 Chiclana de la Frontera;Vivienda principal;De 1941 a 1950;154
11015 Chiclana de la Frontera;Vivienda principal;De 1951 a 1960;354
11015 Chiclana de la Frontera;Vivienda principal;De 1961 a 1970;2.227
11015 Chiclana de la Frontera;Vivienda principal;De 1971 a 1980;4.113
11015 Chiclana de la Frontera;Vivienda principal;De 1981 a 1990;5.345
11015 Chiclana de la Frontera;Vivienda principal;De 1991 a 2000;9.140
11015 Chiclana de la Frontera;Vivienda principal;De 2001 a 2010;7.439
11015 Chiclana de la Frontera;Vivienda principal;De 2011 a 2020;468
11015 Chiclana de la Frontera;Vivienda principal;No consta;1.962
11015 Chiclana de la Frontera;Vivienda no principal;Total;17.591
11015 Chiclana de la Frontera;Vivienda no principal;Antes de 1900;11
11015 Chiclana de la Frontera;Vivienda no principal;De 1900 a 1920;225
11015 Chiclana de la Frontera;Vivienda no principal;De 1921 a 1940;79
11015 Chiclana de la Frontera;Vivienda no principal;De 1941 a 1950;53
11015 Chiclana de la Frontera;Vivienda no principal;De 1951 a 1960;114
11015 Chiclana de la Frontera;Vivienda no principal;De 1961 a 1970;490
11015 Chiclana de la Frontera;Vivienda no principal;De 1971 a 1980;1.198
11015 Chiclana de la Frontera;Vivienda no principal;De 1981 a 1990;3.535
11015 Chiclana de la Frontera;Vivienda no principal;De 1991 a 2000;5.420
11015 Chiclana de la Frontera;Vivienda no principal;De 2001 a 2010;4.077
11015 Chiclana de la Frontera;Vivienda no principal;De 2011 a 2020;275
11015 Chiclana de la Frontera;Vivienda no principal;No consta;2.114
11020 Jerez de la Frontera;Total;Total;92.974
11020 Jerez de la Frontera;Total;Antes de 1900;972
11020 Jerez de la Frontera;Total;De 1900 a 1920;1.390
11020 Jerez de la Frontera;Total;De 1921 a 1940;582
11020 Jerez de la Frontera;Total;De 1941 a 1950;626
11020 Jerez de la Frontera;Total;De 1951 a 1960;7.294
11020 Jerez de la Frontera;Total;De 1961 a 1970;10.400
11020 Jerez de la Frontera;Total;De 1971 a 1980;17.622
11020 Jerez de la Frontera;Total;De 1981 a 1990;10.453
11020 Jerez de la Frontera;Total;De 1991 a 2000;14.897
11020 Jerez de la Frontera;Total;De 2001 a 2010;23.625
11020 Jerez de la Frontera;Total;De 2011 a 2020;2.119
11020 Jerez de la Frontera;Total;No consta;2.994
11020 Jerez de la Frontera;Vivienda principal;Total;79.708
11020 Jerez de la Frontera;Vivienda principal;Antes de 1900;642
11020 Jerez de la Frontera;Vivienda principal;De 1900 a 1920;971
11020 Jerez de la Frontera;Vivienda principal;De 1921 a 1940;432
11020 Jerez de la Frontera;Vivienda principal;De 1941 a 1950;457
11020 Jerez de la Frontera;Vivienda principal;De 1951 a 1960;6.068
11020 Jerez de la Frontera;Vivienda principal;De 1961 a 1970;8.707
11020 Jerez de la Frontera;Vivienda principal;De 1971 a 1980;15.550
11020 Jerez de la Frontera;Vivienda principal;De 1981 a 1990;9.198
11020 Jerez de la Frontera;Vivienda principal;De 1991 a 2000;13.445
11020 Jerez de la Frontera;Vivienda principal;De 2001 a 2010;20.878
11020 Jerez de la Frontera;Vivienda principal;De 2011 a 2020;1.706
11020 Jerez de la Frontera;Vivienda principal;No consta;1.654
11020 Jerez de la Frontera;Vivienda no principal;Total;13.266
11020 Jerez de la Frontera;Vivienda no principal;Antes de 1900;330
11020 Jerez de la Frontera;Vivienda no principal;De 1900 a 1920;419
11020 Jerez de la Frontera;Vivienda no principal;De 1921 a 1940;150
11020 Jerez de la Frontera;Vivienda no principal;De 1941 a 1950;169
11020 Jerez de la Frontera;Vivienda no principal;De 1951 a 1960;1.226
11020 Jerez de la Frontera;Vivienda no principal;De 1961 a 1970;1.693
11020 Jerez de la Frontera;Vivienda no principal;De 1971 a 1980;2.072
11020 Jerez de la Frontera;Vivienda no principal;De 1981 a 1990;1.255
11020 Jerez de la Frontera;Vivienda no principal;De 1991 a 2000;1.452
11020 Jerez de la Frontera;Vivienda no principal;De 2001 a 2010;2.747
11020 Jerez de la Frontera;Vivienda no principal;De 2011 a 2020;413
11020 Jerez de la Frontera;Vivienda no principal;No consta;1.340
11022 Línea de la Concepción, La;Total;Total;30.028
11022 Línea de la Concepción, La;Total;Antes de 1900;17
11022 Línea de la Concepción, La;Total;De 1900 a 1920;306
11022 Línea de la Concepción, La;Total;De 1921 a 1940;637
11022 Línea de la Concepción, La;Total;De 1941 a 1950;1.014
11022 Línea de la Concepción, La;Total;De 1951 a 1960;2.008
11022 Línea de la Concepción, La;Total;De 1961 a 1970;4.444
11022 Línea de la Concepción, La;Total;De 1971 a 1980;5.193
11022 Línea de la Concepción, La;Total;De 1981 a 1990;4.569
11022 Línea de la Concepción, La;Total;De 1991 a 2000;3.577
11022 Línea de la Concepción, La;Total;De 2001 a 2010;7.321
11022 Línea de la Concepción, La;Total;De 2011 a 2020;593
11022 Línea de la Concepción, La;Total;No consta;349
11022 Línea de la Concepción, La;Vivienda principal;Total;24.282
11022 Línea de la Concepción, La;Vivienda principal;Antes de 1900;12
11022 Línea de la Concepción, La;Vivienda principal;De 1900 a 1920;207
11022 Línea de la Concepción, La;Vivienda principal;De 1921 a 1940;435
11022 Línea de la Concepción, La;Vivienda principal;De 1941 a 1950;769
11022 Línea de la Concepción, La;Vivienda principal;De 1951 a 1960;1.647
11022 Línea de la Concepción, La;Vivienda principal;De 1961 a 1970;3.782
11022 Línea de la Concepción, La;Vivienda principal;De 1971 a 1980;4.618
11022 Línea de la Concepción, La;Vivienda principal;De 1981 a 1990;3.976
11022 Línea de la Concepción, La;Vivienda principal;De 1991 a 2000;2.941
11022 Línea de la Concepción, La;Vivienda principal;De 2001 a 2010;5.240
11022 Línea de la Concepción, La;Vivienda principal;De 2011 a 2020;353
11022 Línea de la Concepción, La;Vivienda principal;No consta;302
11022 Línea de la Concepción, La;Vivienda no principal;Total;5.746
11022 Línea de la Concepción, La;Vivienda no principal;Antes de 1900;5
11022 Línea de la Concepción, La;Vivienda no principal;De 1900 a 1920;99
11022 Línea de la Concepción, La;Vivienda no principal;De 1921 a 1940;202
11022 Línea de la Concepción, La;Vivienda no principal;De 1941 a 1950;245
11022 Línea de la Concepción, La;Vivienda no principal;De 1951 a 1960;361
11022 Línea de la Concepción, La;Vivienda no principal;De 1961 a 1970;662
11022 Línea de la Concepción, La;Vivienda no principal;De 1971 a 1980;575
11022 Línea de la Concepción, La;Vivienda no principal;De 1981 a 1990;593
11022 Línea de la Concepción, La;Vivienda no principal;De 1991 a 2000;636
11022 Línea de la Concepción, La;Vivienda no principal;De 2001 a 2010;2.081
11022 Línea de la Concepción, La;Vivienda no principal;De 2011 a 2020;240
11022 Línea de la Concepción, La;Vivienda no principal;No consta;47
11027 Puerto de Santa María, El;Total;Total;49.077
11027 Puerto de Santa María, El;Total;Antes de 1900;2.119
11027 Puerto de Santa María, El;Total;De 1900 a 1920;19
11027 Puerto de Santa María, El;Total;De 1921 a 1940;26
11027 Puerto de Santa María, El;Total;De 1941 a 1950;95
11027 Puerto de Santa María, El;Total;De 1951 a 1960;818
11027 Puerto de Santa María, El;Total;De 1961 a 1970;3.734
11027 Puerto de Santa María, El;Total;De 1971 a 1980;10.996
11027 Puerto de Santa María, El;Total;De 1981 a 1990;9.043
11027 Puerto de Santa María, El;Total;De 1991 a 2000;8.929
11027 Puerto de Santa María, El;Total;De 2001 a 2010;11.538
11027 Puerto de Santa María, El;Total;De 2011 a 2020;1.131
11027 Puerto de Santa María, El;Total;No consta;629
11027 Puerto de Santa María, El;Vivienda principal;Total;32.489
11027 Puerto de Santa María, El;Vivienda principal;Antes de 1900;1.323
11027 Puerto de Santa María, El;Vivienda principal;De 1900 a 1920;14
11027 Puerto de Santa María, El;Vivienda principal;De 1921 a 1940;21
11027 Puerto de Santa María, El;Vivienda principal;De 1941 a 1950;60
11027 Puerto de Santa María, El;Vivienda principal;De 1951 a 1960;592
11027 Puerto de Santa María, El;Vivienda principal;De 1961 a 1970;2.680
11027 Puerto de Santa María, El;Vivienda principal;De 1971 a 1980;7.405
11027 Puerto de Santa María, El;Vivienda principal;De 1981 a 1990;5.095
11027 Puerto de Santa María, El;Vivienda principal;De 1991 a 2000;6.352
11027 Puerto de Santa María, El;Vivienda principal;De 2001 a 2010;7.721
11027 Puerto de Santa María, El;Vivienda principal;De 2011 a 2020;662
11027 Puerto de Santa María, El;Vivienda principal;No consta;564
11027 Puerto de Santa María, El;Vivienda no principal;Total;16.588
11027 Puerto de Santa María, El;Vivienda no principal;Antes de 1900;796
11027 Puerto de Santa María, El;Vivienda no principal;De 1900 a 1920;5
11027 Puerto de Santa María, El;Vivienda no principal;De 1921 a 1940;5
11027 Puerto de Santa María, El;Vivienda no principal;De 1941 a 1950;35
11027 Puerto de Santa María, El;Vivienda no principal;De 1951 a 1960;226
11027 Puerto de Santa María, El;Vivienda no principal;De 1961 a 1970;1.054
11027 Puerto de Santa María, El;Vivienda no principal;De 1971 a 1980;3.591
11027 Puerto de Santa María, El;Vivienda no principal;De 1981 a 1990;3.948
11027 Puerto de Santa María, El;Vivienda no principal;De 1991 a 2000;2.577
11027 Puerto de Santa María, El;Vivienda no principal;De 2001 a 2010;3.817
11027 Puerto de Santa María, El;Vivienda no principal;De 2011 a 2020;469
11027 Puerto de Santa María, El;Vivienda no principal;No consta;65
11031 San Fernando;Total;Total;39.564
11031 San Fernando;Total;Antes de 1900;1.276
11031 San Fernando;Total;De 1900 a 1920;914
11031 San Fernando;Total;De 1921 a 1940;396
11031 San Fernando;Total;De 1941 a 1950;480
11031 San Fernando;Total;De 1951 a 1960;2.402
11031 San Fernando;Total;De 1961 a 1970;3.501
11031 San Fernando;Total;De 1971 a 1980;8.399
11031 San Fernando;Total;De 1981 a 1990;5.578
11031 San Fernando;Total;De 1991 a 2000;7.531
11031 San Fernando;Total;De 2001 a 2010;7.472
11031 San Fernando;Total;De 2011 a 2020;950
11031 San Fernando;Total;No consta;665
11031 San Fernando;Vivienda principal;Total;34.878
11031 San Fernando;Vivienda principal;Antes de 1900;936
11031 San Fernando;Vivienda principal;De 1900 a 1920;714
11031 San Fernando;Vivienda principal;De 1921 a 1940;294
11031 San Fernando;Vivienda principal;De 1941 a 1950;402
11031 San Fernando;Vivienda principal;De 1951 a 1960;2.071
11031 San Fernando;Vivienda principal;De 1961 a 1970;3.136
11031 San Fernando;Vivienda principal;De 1971 a 1980;7.618
11031 San Fernando;Vivienda principal;De 1981 a 1990;5.084
11031 San Fernando;Vivienda principal;De 1991 a 2000;6.807
11031 San Fernando;Vivienda principal;De 2001 a 2010;6.703
11031 San Fernando;Vivienda principal;De 2011 a 2020;729
11031 San Fernando;Vivienda principal;No consta;384
11031 San Fernando;Vivienda no principal;Total;4.686
11031 San Fernando;Vivienda no principal;Antes de 1900;340
11031 San Fernando;Vivienda no principal;De 1900 a 1920;200
11031 San Fernando;Vivienda no principal;De 1921 a 1940;102
11031 San Fernando;Vivienda no principal;De 1941 a 1950;78
11031 San Fernando;Vivienda no principal;De 1951 a 1960;331
11031 San Fernando;Vivienda no principal;De 1961 a 1970;365
11031 San Fernando;Vivienda no principal;De 1971 a 1980;781
11031 San Fernando;Vivienda no principal;De 1981 a 1990;494
11031 San Fernando;Vivienda no principal;De 1991 a 2000;724
11031 San Fernando;Vivienda no principal;De 2001 a 2010;769
11031 San Fernando;Vivienda no principal;De 2011 a 2020;221
11031 San Fernando;Vivienda no principal;No consta;281
11032 Sanlúcar de Barrameda;Total;Total;34.536
11032 Sanlúcar de Barrameda;Total;Antes de 1900;280
11032 Sanlúcar de Barrameda;Total;De 1900 a 1920;1.505
11032 Sanlúcar de Barrameda;Total;De 1921 a 1940;345
11032 Sanlúcar de Barrameda;Total;De 1941 a 1950;556
11032 Sanlúcar de Barrameda;Total;De 1951 a 1960;1.072
11032 Sanlúcar de Barrameda;Total;De 1961 a 1970;2.400
11032 Sanlúcar de Barrameda;Total;De 1971 a 1980;5.949
11032 Sanlúcar de Barrameda;Total;De 1981 a 1990;3.507
11032 Sanlúcar de Barrameda;Total;De 1991 a 2000;5.927
11032 Sanlúcar de Barrameda;Total;De 2001 a 2010;11.622
11032 Sanlúcar de Barrameda;Total;De 2011 a 2020;589
11032 Sanlúcar de Barrameda;Total;No consta;784
11032 Sanlúcar de Barrameda;Vivienda principal;Total;25.294
11032 Sanlúcar de Barrameda;Vivienda principal;Antes de 1900;200
11032 Sanlúcar de Barrameda;Vivienda principal;De 1900 a 1920;977
11032 Sanlúcar de Barrameda;Vivienda principal;De 1921 a 1940;244
11032 Sanlúcar de Barrameda;Vivienda principal;De 1941 a 1950;416
11032 Sanlúcar de Barrameda;Vivienda principal;De 1951 a 1960;841
11032 Sanlúcar de Barrameda;Vivienda principal;De 1961 a 1970;1.818
11032 Sanlúcar de Barrameda;Vivienda principal;De 1971 a 1980;4.584
11032 Sanlúcar de Barrameda;Vivienda principal;De 1981 a 1990;2.510
11032 Sanlúcar de Barrameda;Vivienda principal;De 1991 a 2000;4.579
11032 Sanlúcar de Barrameda;Vivienda principal;De 2001 a 2010;8.039
11032 Sanlúcar de Barrameda;Vivienda principal;De 2011 a 2020;385
11032 Sanlúcar de Barrameda;Vivienda principal;No consta;701
